antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset(['eggs', 'chocolate'])","frozenset(['spaghetti', 'mineral water', 'nan'])",0.03319557392347687,0.05972536995067324,0.004532728969470737,0.1365461847389558,2.2862342226047043,0.0025501110361661593,1.0889692227082899
frozenset(['mineral water']),"frozenset(['spaghetti', 'eggs', 'nan', 'chocolate'])",0.23836821757099053,0.010531929076123183,0.004532728969470737,0.01901565995525727,1.8055248775238582,0.002022251808011165,1.008648181762766
frozenset(['spaghetti']),"frozenset(['mineral water', 'nan', 'eggs', 'chocolate'])",0.17411011865084655,0.013464871350486601,0.004532728969470737,0.026033690658499233,1.9334526101921063,0.0021883586210191303,1.0129047783146734
frozenset(['eggs']),"frozenset(['spaghetti', 'mineral water', 'nan', 'chocolate'])",0.17970937208372217,0.01586455139314758,0.004532728969470737,0.02522255192878338,1.5898685883849086,0.001681720400218245,1.0096001405799369
frozenset(['chocolate']),"frozenset(['spaghetti', 'mineral water', 'nan', 'eggs'])",0.1638448206905746,0.014264764698040262,0.004532728969470737,0.027664768104149712,1.9393778088712803,0.0021955211553270917,1.0137812587331452
"frozenset(['cereals', 'nan'])",frozenset(['green tea']),0.025729902679642713,0.13211571790427942,0.006532462338354886,0.2538860103626943,1.9216942116352878,0.003133137774226646,1.1632060169755143
"frozenset(['nan', 'green tea'])",frozenset(['cereals']),0.13198240234635383,0.025729902679642713,0.006532462338354886,0.04949494949494949,1.9236353168995655,0.003136567970557754,1.0250025465963377
frozenset(['cereals']),"frozenset(['nan', 'green tea'])",0.025729902679642713,0.13198240234635383,0.006532462338354886,0.2538860103626943,1.9236353168995655,0.003136567970557754,1.1633846968552342
frozenset(['green tea']),"frozenset(['cereals', 'nan'])",0.13211571790427942,0.025729902679642713,0.006532462338354886,0.04944500504540868,1.9216942116352875,0.003133137774226646,1.0249486904930722
"frozenset(['avocado', 'nan'])",frozenset(['french fries']),0.03319557392347687,0.1709105452606319,0.007998933475536596,0.24096385542168677,1.4098829013401502,0.00232545983603555,1.0922924562439293
"frozenset(['nan', 'french fries'])",frozenset(['avocado']),0.1709105452606319,0.03332888948140248,0.007998933475536596,0.046801872074883004,1.4042433697347896,0.0023026748013387586,1.0141345038337497
frozenset(['avocado']),"frozenset(['nan', 'french fries'])",0.03332888948140248,0.1709105452606319,0.007998933475536596,0.24000000000000002,1.4042433697347896,0.0023026748013387586,1.0909071772886423
frozenset(['french fries']),"frozenset(['avocado', 'nan'])",0.1709105452606319,0.03319557392347687,0.007998933475536596,0.046801872074883004,1.4098829013401502,0.00232545983603555,1.01427436516375
"frozenset(['burgers', 'mineral water'])",frozenset(['milk']),0.024396747100386616,0.12958272230369283,0.006932409012131715,0.28415300546448086,2.192830960894106,0.003771012107508893,1.2159264260948413
"frozenset(['burgers', 'milk'])",frozenset(['mineral water']),0.01786428476203173,0.23836821757099053,0.006932409012131715,0.38805970149253727,1.627984239874453,0.002674131295225605,1.2446177907986253
"frozenset(['mineral water', 'milk'])",frozenset(['burgers']),0.04799360085321957,0.0871883748833489,0.006932409012131715,0.14444444444444443,1.6566938498131156,0.0027479249489393946,1.066922678707774
frozenset(['burgers']),"frozenset(['mineral water', 'milk'])",0.0871883748833489,0.04799360085321957,0.006932409012131715,0.07951070336391436,1.6566938498131156,0.0027479249489393946,1.0342395100365356
frozenset(['mineral water']),"frozenset(['burgers', 'milk'])",0.23836821757099053,0.01786428476203173,0.006932409012131715,0.029082774049217,1.627984239874453,0.002674131295225605,1.0115545269847277
frozenset(['milk']),"frozenset(['burgers', 'mineral water'])",0.12958272230369283,0.024396747100386616,0.006932409012131715,0.053497942386831275,2.192830960894106,0.003771012107508893,1.030746045454809
frozenset(['champagne']),frozenset(['green tea']),0.04679376083188908,0.13211571790427942,0.008265564591387815,0.17663817663817663,1.33699592629966,0.0020833732856416374,1.054073989673349
frozenset(['green tea']),frozenset(['champagne']),0.13211571790427942,0.04679376083188908,0.008265564591387815,0.06256306760847628,1.3369959262996598,0.0020833732856416374,1.0168217255280925
"frozenset(['eggs', 'nan', 'milk'])",frozenset(['ground beef']),0.03079589388081589,0.09825356619117451,0.005865884548726837,0.1904761904761905,1.9386185953350135,0.0028400781508917065,1.1139220652932549
"frozenset(['eggs', 'nan', 'ground beef'])",frozenset(['milk']),0.019997333688841486,0.12958272230369283,0.005865884548726837,0.29333333333333333,2.2636762688614542,0.003274575610511409,1.2317225627777932
"frozenset(['nan', 'milk', 'ground beef'])",frozenset(['eggs']),0.021997067057725635,0.17970937208372217,0.005865884548726837,0.26666666666666666,1.4838773491592483,0.0019128054400994327,1.1185781289767425
"frozenset(['eggs', 'nan'])","frozenset(['milk', 'ground beef'])",0.17970937208372217,0.021997067057725635,0.005865884548726837,0.032640949554896145,1.4838773491592485,0.0019128054400994327,1.0110030319065844
"frozenset(['eggs', 'milk'])","frozenset(['nan', 'ground beef'])",0.03079589388081589,0.09825356619117451,0.005865884548726837,0.1904761904761905,1.9386185953350135,0.0028400781508917065,1.1139220652932549
"frozenset(['eggs', 'ground beef'])","frozenset(['nan', 'milk'])",0.019997333688841486,0.12958272230369283,0.005865884548726837,0.29333333333333333,2.2636762688614542,0.003274575610511409,1.2317225627777932
"frozenset(['nan', 'milk'])","frozenset(['eggs', 'ground beef'])",0.12958272230369283,0.019997333688841486,0.005865884548726837,0.04526748971193416,2.2636762688614542,0.003274575610511409,1.0264683099724634
"frozenset(['nan', 'ground beef'])","frozenset(['eggs', 'milk'])",0.09825356619117451,0.03079589388081589,0.005865884548726837,0.05970149253731344,1.9386185953350135,0.0028400781508917065,1.030740874761672
"frozenset(['milk', 'ground beef'])","frozenset(['eggs', 'nan'])",0.021997067057725635,0.17970937208372217,0.005865884548726837,0.26666666666666666,1.4838773491592483,0.0019128054400994327,1.1185781289767425
frozenset(['eggs']),"frozenset(['nan', 'milk', 'ground beef'])",0.17970937208372217,0.021997067057725635,0.005865884548726837,0.032640949554896145,1.4838773491592485,0.0019128054400994327,1.0110030319065844
frozenset(['milk']),"frozenset(['eggs', 'nan', 'ground beef'])",0.12958272230369283,0.019997333688841486,0.005865884548726837,0.04526748971193416,2.2636762688614542,0.003274575610511409,1.0264683099724634
frozenset(['ground beef']),"frozenset(['eggs', 'nan', 'milk'])",0.09825356619117451,0.03079589388081589,0.005865884548726837,0.05970149253731344,1.9386185953350135,0.0028400781508917065,1.030740874761672
"frozenset(['olive oil', 'nan'])",frozenset(['pancakes']),0.0657245700573257,0.09505399280095987,0.010798560191974404,0.16430020283975658,1.7284934382903423,0.004551177382899185,1.0828601493910843
"frozenset(['pancakes', 'nan'])",frozenset(['olive oil']),0.09505399280095987,0.0658578856152513,0.010798560191974404,0.11360448807854139,1.7249944637189047,0.004538505206815868,1.0538660246144396
frozenset(['olive oil']),"frozenset(['pancakes', 'nan'])",0.0658578856152513,0.09505399280095987,0.010798560191974404,0.1639676113360324,1.7249944637189047,0.004538505206815868,1.082429364543162
frozenset(['pancakes']),"frozenset(['olive oil', 'nan'])",0.09505399280095987,0.0657245700573257,0.010798560191974404,0.11360448807854139,1.7284934382903425,0.004551177382899185,1.0540164265017828
frozenset(['honey']),frozenset(['green tea']),0.047460338621517134,0.13211571790427942,0.009332089054792695,0.19662921348314608,1.4883105250626425,0.0030618323458307594,1.0803035119792885
frozenset(['green tea']),frozenset(['honey']),0.13211571790427942,0.047460338621517134,0.009332089054792695,0.07063572149344098,1.4883105250626425,0.0030618323458307594,1.0249368126233187
"frozenset(['olive oil', 'nan'])",frozenset(['frozen vegetables']),0.0657245700573257,0.09532062391681109,0.011331822423676844,0.17241379310344826,1.8087774294670844,0.0050669153991483975,1.09315424610052
"frozenset(['frozen vegetables', 'nan'])",frozenset(['olive oil']),0.09532062391681109,0.0658578856152513,0.011331822423676844,0.11888111888111888,1.8051159366948841,0.005054207676989111,1.0601771615636433
frozenset(['olive oil']),"frozenset(['frozen vegetables', 'nan'])",0.0658578856152513,0.09532062391681109,0.011331822423676844,0.17206477732793524,1.8051159366948841,0.005054207676989111,1.0926934273474214
frozenset(['frozen vegetables']),"frozenset(['olive oil', 'nan'])",0.09532062391681109,0.0657245700573257,0.011331822423676844,0.11888111888111888,1.8087774294670844,0.0050669153991483975,1.0603284641412891
frozenset(['frozen smoothie']),frozenset(['ground beef']),0.06332489001466471,0.09825356619117451,0.007598986801759766,0.12000000000000001,1.2213297150610585,0.001377090529155061,1.024711856600938
frozenset(['ground beef']),frozenset(['frozen smoothie']),0.09825356619117451,0.06332489001466471,0.007598986801759766,0.07734056987788332,1.2213297150610585,0.001377090529155061,1.015190523616459
frozenset(['mineral water']),frozenset(['avocado']),0.23836821757099053,0.03332888948140248,0.011598453539528063,0.04865771812080537,1.4599261744966443,0.0036539055602256183,1.0161128428026176
frozenset(['avocado']),frozenset(['mineral water']),0.03332888948140248,0.23836821757099053,0.011598453539528063,0.348,1.4599261744966443,0.0036539055602256183,1.1681469055659655
"frozenset(['mineral water', 'nan'])",frozenset(['grated cheese']),0.23823490201306494,0.0523930142647647,0.0174643380882549,0.07330721880246223,1.3991792576011939,0.004982493468719568,1.0225686494618753
"frozenset(['nan', 'grated cheese'])",frozenset(['mineral water']),0.0523930142647647,0.23836821757099053,0.0174643380882549,0.3333333333333333,1.3983967188665174,0.004975508664791458,1.142447673643514
frozenset(['mineral water']),"frozenset(['nan', 'grated cheese'])",0.23836821757099053,0.0523930142647647,0.0174643380882549,0.0732662192393736,1.3983967188665174,0.004975508664791458,1.0225234100751965
frozenset(['grated cheese']),"frozenset(['mineral water', 'nan'])",0.0523930142647647,0.23823490201306494,0.0174643380882549,0.3333333333333333,1.3991792576011937,0.004982493468719568,1.1426476469804023
frozenset(['frozen vegetables']),frozenset(['grated cheese']),0.09532062391681109,0.0523930142647647,0.006799093454206106,0.07132867132867132,1.361415683553088,0.001804958645606351,1.0203900524106826
frozenset(['grated cheese']),frozenset(['frozen vegetables']),0.0523930142647647,0.09532062391681109,0.006799093454206106,0.1297709923664122,1.361415683553088,0.001804958645606351,1.0395877040955943
"frozenset(['frozen vegetables', 'nan'])",frozenset(['cooking oil']),0.09532062391681109,0.0510598586855086,0.006799093454206106,0.07132867132867132,1.396961784951341,0.00193203586719922,1.021825603975695
"frozenset(['nan', 'cooking oil'])",frozenset(['frozen vegetables']),0.0510598586855086,0.09532062391681109,0.006799093454206106,0.13315926892950392,1.3969617849513412,0.00193203586719922,1.0436512079513895
frozenset(['frozen vegetables']),"frozenset(['nan', 'cooking oil'])",0.09532062391681109,0.0510598586855086,0.006799093454206106,0.07132867132867132,1.396961784951341,0.00193203586719922,1.021825603975695
frozenset(['cooking oil']),"frozenset(['frozen vegetables', 'nan'])",0.0510598586855086,0.09532062391681109,0.006799093454206106,0.13315926892950392,1.3969617849513412,0.00193203586719922,1.0436512079513895
"frozenset(['whole wheat rice', 'nan'])",frozenset(['tomatoes']),0.058525529929342755,0.06839088121583789,0.005999200106652446,0.10250569476082004,1.498821084602166,0.0019965875411608004,1.0380111754980892
"frozenset(['nan', 'tomatoes'])",frozenset(['whole wheat rice']),0.06839088121583789,0.058525529929342755,0.005999200106652446,0.08771929824561403,1.498821084602166,0.0019965875411608004,1.0320008614236051
frozenset(['whole wheat rice']),"frozenset(['nan', 'tomatoes'])",0.058525529929342755,0.06839088121583789,0.005999200106652446,0.10250569476082004,1.498821084602166,0.0019965875411608004,1.0380111754980892
frozenset(['tomatoes']),"frozenset(['whole wheat rice', 'nan'])",0.06839088121583789,0.058525529929342755,0.005999200106652446,0.08771929824561403,1.498821084602166,0.0019965875411608004,1.0320008614236051
"frozenset(['chicken', 'nan'])",frozenset(['fresh bread']),0.05999200106652446,0.043060925209972005,0.005199306759098787,0.08666666666666667,2.0126522187822498,0.0026159956879766165,1.0477435125438264
"frozenset(['nan', 'fresh bread'])",frozenset(['chicken']),0.043060925209972005,0.05999200106652446,0.005199306759098787,0.12074303405572756,2.0126522187822498,0.0026159956879766165,1.069093604420819
frozenset(['chicken']),"frozenset(['nan', 'fresh bread'])",0.05999200106652446,0.043060925209972005,0.005199306759098787,0.08666666666666667,2.0126522187822498,0.0026159956879766165,1.0477435125438264
frozenset(['fresh bread']),"frozenset(['chicken', 'nan'])",0.043060925209972005,0.05999200106652446,0.005199306759098787,0.12074303405572756,2.0126522187822498,0.0026159956879766165,1.069093604420819
frozenset(['pancakes']),frozenset(['whole wheat rice']),0.09505399280095987,0.058525529929342755,0.006932409012131715,0.0729312762973352,1.2461446549118709,0.0013693237115556074,1.0155390274740976
frozenset(['whole wheat rice']),frozenset(['pancakes']),0.058525529929342755,0.09505399280095987,0.006932409012131715,0.1184510250569476,1.2461446549118709,0.0013693237115556074,1.026540819535862
frozenset(['cottage cheese']),frozenset(['mineral water']),0.03186241834422077,0.23836821757099053,0.009598720170643914,0.30125523012552297,1.263822976046727,0.002003732302430777,1.0899999760510972
frozenset(['mineral water']),frozenset(['cottage cheese']),0.23836821757099053,0.03186241834422077,0.009598720170643914,0.040268456375838924,1.263822976046727,0.002003732302430777,1.0087587389280497
frozenset(['spaghetti']),frozenset(['protein bar']),0.17411011865084655,0.01853086255165978,0.005065991201173177,0.02909647779479326,1.570163165026937,0.0018395805236011637,1.0108822504002621
frozenset(['protein bar']),frozenset(['spaghetti']),0.01853086255165978,0.17411011865084655,0.005065991201173177,0.27338129496402874,1.570163165026937,0.0018395805236011637,1.1366207277973497
"frozenset(['olive oil', 'nan', 'milk'])",frozenset(['chocolate']),0.017064391414478068,0.1638448206905746,0.005199306759098787,0.30468750000000006,1.8596102013832387,0.0024033946075998473,1.2025602578832186
"frozenset(['olive oil', 'nan', 'chocolate'])",frozenset(['milk']),0.01639781362485002,0.12958272230369283,0.005199306759098787,0.3170731707317073,2.4468784502659844,0.003074433429762136,1.2745395851981642
"frozenset(['nan', 'milk', 'chocolate'])",frozenset(['olive oil']),0.03212904946007199,0.0658578856152513,0.005199306759098787,0.16182572614107887,2.457195894300066,0.0030833554948306147,1.1144962849837845
"frozenset(['olive oil', 'nan'])","frozenset(['milk', 'chocolate'])",0.0657245700573257,0.03212904946007199,0.005199306759098787,0.07910750507099391,2.4621800644710596,0.0030876387969850034,1.0510140498153844
"frozenset(['olive oil', 'milk'])","frozenset(['nan', 'chocolate'])",0.017064391414478068,0.1638448206905746,0.005199306759098787,0.30468750000000006,1.8596102013832387,0.0024033946075998473,1.2025602578832186
"frozenset(['olive oil', 'chocolate'])","frozenset(['nan', 'milk'])",0.01639781362485002,0.12958272230369283,0.005199306759098787,0.3170731707317073,2.4468784502659844,0.003074433429762136,1.2745395851981642
"frozenset(['nan', 'milk'])","frozenset(['olive oil', 'chocolate'])",0.12958272230369283,0.01639781362485002,0.005199306759098787,0.04012345679012346,2.4468784502659844,0.003074433429762136,1.0247173903072302
"frozenset(['nan', 'chocolate'])","frozenset(['olive oil', 'milk'])",0.1638448206905746,0.017064391414478068,0.005199306759098787,0.03173311635475997,1.8596102013832387,0.0024033946075998473,1.0151494646652155
"frozenset(['milk', 'chocolate'])","frozenset(['olive oil', 'nan'])",0.03212904946007199,0.0657245700573257,0.005199306759098787,0.16182572614107887,2.46218006447106,0.0030876387969850034,1.114655339684082
frozenset(['olive oil']),"frozenset(['nan', 'milk', 'chocolate'])",0.0658578856152513,0.03212904946007199,0.005199306759098787,0.07894736842105264,2.457195894300066,0.0030833554948306147,1.0508313177290647
frozenset(['milk']),"frozenset(['olive oil', 'nan', 'chocolate'])",0.12958272230369283,0.01639781362485002,0.005199306759098787,0.04012345679012346,2.4468784502659844,0.003074433429762136,1.0247173903072302
frozenset(['chocolate']),"frozenset(['olive oil', 'nan', 'milk'])",0.1638448206905746,0.017064391414478068,0.005199306759098787,0.03173311635475997,1.8596102013832387,0.0024033946075998473,1.0151494646652155
frozenset(['frozen smoothie']),frozenset(['milk']),0.06332489001466471,0.12958272230369283,0.014264764698040262,0.22526315789473686,1.7383734026424087,0.006058953060358073,1.1235005622438747
frozenset(['milk']),frozenset(['frozen smoothie']),0.12958272230369283,0.06332489001466471,0.014264764698040262,0.11008230452674898,1.7383734026424087,0.006058953060358073,1.052541279659822
"frozenset(['spaghetti', 'eggs', 'nan'])",frozenset(['french fries']),0.036528462871617116,0.1709105452606319,0.007998933475536596,0.21897810218978106,1.281243950487947,0.0017558339686157666,1.0615444420494715
"frozenset(['eggs', 'nan', 'french fries'])",frozenset(['spaghetti']),0.036395147313691506,0.17411011865084655,0.007998933475536596,0.2197802197802198,1.26230584117261,0.0016621700584347286,1.058534918348915
"frozenset(['spaghetti', 'nan', 'french fries'])",frozenset(['eggs']),0.027596320490601255,0.17970937208372217,0.007998933475536596,0.2898550724637681,1.6129101621296178,0.0030396160483494887,1.1551031291065952
"frozenset(['eggs', 'nan'])","frozenset(['spaghetti', 'french fries'])",0.17970937208372217,0.027596320490601255,0.007998933475536596,0.04451038575667656,1.6129101621296178,0.0030396160483494887,1.0177019875610789
"frozenset(['spaghetti', 'nan'])","frozenset(['eggs', 'french fries'])",0.17411011865084655,0.036395147313691506,0.007998933475536596,0.04594180704441042,1.2623058411726102,0.0016621700584347286,1.010006370472166
"frozenset(['nan', 'french fries'])","frozenset(['eggs', 'spaghetti'])",0.1709105452606319,0.036528462871617116,0.007998933475536596,0.046801872074883004,1.2812439504879467,0.0017558339686157666,1.010777831913737
"frozenset(['eggs', 'spaghetti'])","frozenset(['nan', 'french fries'])",0.036528462871617116,0.1709105452606319,0.007998933475536596,0.21897810218978106,1.281243950487947,0.0017558339686157666,1.0615444420494715
"frozenset(['eggs', 'french fries'])","frozenset(['spaghetti', 'nan'])",0.036395147313691506,0.17411011865084655,0.007998933475536596,0.2197802197802198,1.26230584117261,0.0016621700584347286,1.058534918348915
"frozenset(['spaghetti', 'french fries'])","frozenset(['eggs', 'nan'])",0.027596320490601255,0.17970937208372217,0.007998933475536596,0.2898550724637681,1.6129101621296178,0.0030396160483494887,1.1551031291065952
frozenset(['eggs']),"frozenset(['spaghetti', 'nan', 'french fries'])",0.17970937208372217,0.027596320490601255,0.007998933475536596,0.04451038575667656,1.6129101621296178,0.0030396160483494887,1.0177019875610789
frozenset(['spaghetti']),"frozenset(['eggs', 'nan', 'french fries'])",0.17411011865084655,0.036395147313691506,0.007998933475536596,0.04594180704441042,1.2623058411726102,0.0016621700584347286,1.010006370472166
frozenset(['french fries']),"frozenset(['spaghetti', 'eggs', 'nan'])",0.1709105452606319,0.036528462871617116,0.007998933475536596,0.046801872074883004,1.2812439504879467,0.0017558339686157666,1.010777831913737
frozenset(['soup']),frozenset(['tomatoes']),0.05052659645380616,0.06839088121583789,0.006932409012131715,0.13720316622691292,2.0061616956492667,0.0034768505558188823,1.0797549113736924
frozenset(['tomatoes']),frozenset(['soup']),0.06839088121583789,0.05052659645380616,0.006932409012131715,0.10136452241715399,2.0061616956492667,0.0034768505558188823,1.0565723557900162
frozenset(['mineral water']),frozenset(['pepper']),0.23836821757099053,0.026529796027196375,0.008265564591387815,0.03467561521252797,1.3070441693928254,0.0019417043998630696,1.008438426826983
frozenset(['pepper']),frozenset(['mineral water']),0.026529796027196375,0.23836821757099053,0.008265564591387815,0.3115577889447236,1.3070441693928254,0.0019417043998630696,1.1063118591487073
frozenset(['pancakes']),frozenset(['frozen smoothie']),0.09505399280095987,0.06332489001466471,0.009065457938941474,0.09537166900420757,1.5060692404222338,0.0030461742993659587,1.035425354138828
frozenset(['frozen smoothie']),frozenset(['pancakes']),0.06332489001466471,0.09505399280095987,0.009065457938941474,0.1431578947368421,1.5060692404222336,0.0030461742993659587,1.0561409174927374
"frozenset(['burgers', 'mineral water'])",frozenset(['chocolate']),0.024396747100386616,0.1638448206905746,0.005732568990801226,0.2349726775956284,1.4341172128924398,0.0017352883367050854,1.0929742700973204
"frozenset(['burgers', 'chocolate'])",frozenset(['mineral water']),0.017064391414478068,0.23836821757099053,0.005732568990801226,0.3359375,1.4093216932326622,0.0016649604253983754,1.146927860598979
"frozenset(['mineral water', 'chocolate'])",frozenset(['burgers']),0.05265964538061592,0.0871883748833489,0.005732568990801226,0.10886075949367088,1.2485696589633413,0.001141260088131874,1.024319863412151
frozenset(['burgers']),"frozenset(['mineral water', 'chocolate'])",0.0871883748833489,0.05265964538061592,0.005732568990801226,0.0657492354740061,1.2485696589633413,0.001141260088131874,1.014010788741534
frozenset(['mineral water']),"frozenset(['burgers', 'chocolate'])",0.23836821757099053,0.017064391414478068,0.005732568990801226,0.024049217002237135,1.4093216932326622,0.0016649604253983754,1.0071569444990907
frozenset(['chocolate']),"frozenset(['burgers', 'mineral water'])",0.1638448206905746,0.024396747100386616,0.005732568990801226,0.03498779495524817,1.43411721289244,0.0017352883367050854,1.0109750403150293
frozenset(['chicken']),frozenset(['frozen vegetables']),0.05999200106652446,0.09532062391681109,0.008932142381015865,0.1488888888888889,1.561979797979798,0.003213667409336757,1.0629392147191514
frozenset(['frozen vegetables']),frozenset(['chicken']),0.09532062391681109,0.05999200106652446,0.008932142381015865,0.09370629370629371,1.561979797979798,0.003213667409336757,1.0372001840083873
frozenset(['pancakes']),frozenset(['brownies']),0.09505399280095987,0.03372883615517931,0.005465937874950006,0.05750350631136045,1.7048766831680422,0.002259877325870837,1.0252252080674957
frozenset(['brownies']),frozenset(['pancakes']),0.03372883615517931,0.09505399280095987,0.005465937874950006,0.16205533596837943,1.7048766831680422,0.002259877325870837,1.0799591501007413
"frozenset(['pancakes', 'eggs', 'nan'])",frozenset(['milk']),0.021730435941874418,0.12958272230369283,0.004666044527396347,0.2147239263803681,1.657041328990886,0.0018501554812022486,1.108422002066391
"frozenset(['pancakes', 'nan', 'milk'])",frozenset(['eggs']),0.01653112918277563,0.17970937208372217,0.004666044527396347,0.28225806451612906,1.5706363070738012,0.0016952456821248438,1.1428768299058252
"frozenset(['eggs', 'nan', 'milk'])",frozenset(['pancakes']),0.03079589388081589,0.09505399280095987,0.004666044527396347,0.15151515151515152,1.5939903948319096,0.0017387718521501496,1.0665435084845831
"frozenset(['pancakes', 'eggs'])","frozenset(['nan', 'milk'])",0.021730435941874418,0.12958272230369283,0.004666044527396347,0.2147239263803681,1.657041328990886,0.0018501554812022486,1.108422002066391
"frozenset(['pancakes', 'nan'])","frozenset(['eggs', 'milk'])",0.09505399280095987,0.03079589388081589,0.004666044527396347,0.049088359046283316,1.5939903948319099,0.0017387718521501496,1.0192367664645696
"frozenset(['pancakes', 'milk'])","frozenset(['eggs', 'nan'])",0.01653112918277563,0.17970937208372217,0.004666044527396347,0.28225806451612906,1.5706363070738012,0.0016952456821248438,1.1428768299058252
"frozenset(['eggs', 'nan'])","frozenset(['pancakes', 'milk'])",0.17970937208372217,0.01653112918277563,0.004666044527396347,0.02596439169139466,1.5706363070738012,0.0016952456821248438,1.0096847203820398
"frozenset(['eggs', 'milk'])","frozenset(['pancakes', 'nan'])",0.03079589388081589,0.09505399280095987,0.004666044527396347,0.15151515151515152,1.5939903948319096,0.0017387718521501496,1.0665435084845831
"frozenset(['nan', 'milk'])","frozenset(['pancakes', 'eggs'])",0.12958272230369283,0.021730435941874418,0.004666044527396347,0.0360082304526749,1.6570413289908859,0.0018501554812022486,1.0148111166109905
frozenset(['pancakes']),"frozenset(['eggs', 'nan', 'milk'])",0.09505399280095987,0.03079589388081589,0.004666044527396347,0.049088359046283316,1.5939903948319099,0.0017387718521501496,1.0192367664645696
frozenset(['eggs']),"frozenset(['pancakes', 'nan', 'milk'])",0.17970937208372217,0.01653112918277563,0.004666044527396347,0.02596439169139466,1.5706363070738012,0.0016952456821248438,1.0096847203820398
frozenset(['milk']),"frozenset(['pancakes', 'eggs', 'nan'])",0.12958272230369283,0.021730435941874418,0.004666044527396347,0.0360082304526749,1.6570413289908859,0.0018501554812022486,1.0148111166109905
frozenset(['carrots']),frozenset(['spaghetti']),0.01533128916144514,0.17411011865084655,0.004666044527396347,0.30434782608695654,1.7480191757107666,0.0019967119524266965,1.187216704439408
frozenset(['spaghetti']),frozenset(['carrots']),0.17411011865084655,0.01533128916144514,0.004666044527396347,0.026799387442572743,1.7480191757107666,0.0019967119524266965,1.011783899571324
"frozenset(['whole wheat pasta', 'nan'])",frozenset(['frozen vegetables']),0.029462738301559793,0.09532062391681109,0.004932675643247567,0.16742081447963802,1.7563965446318388,0.0021242690460451605,1.0865985984477433
"frozenset(['frozen vegetables', 'nan'])",frozenset(['whole wheat pasta']),0.09532062391681109,0.029462738301559793,0.004932675643247567,0.051748251748251754,1.7563965446318388,0.0021242690460451605,1.0235016845344909
frozenset(['whole wheat pasta']),"frozenset(['frozen vegetables', 'nan'])",0.029462738301559793,0.09532062391681109,0.004932675643247567,0.16742081447963802,1.7563965446318388,0.0021242690460451605,1.0865985984477433
frozenset(['frozen vegetables']),"frozenset(['whole wheat pasta', 'nan'])",0.09532062391681109,0.029462738301559793,0.004932675643247567,0.051748251748251754,1.7563965446318388,0.0021242690460451605,1.0235016845344909
"frozenset(['olive oil', 'eggs', 'nan'])",frozenset(['mineral water']),0.011998400213304892,0.23836821757099053,0.005865884548726837,0.48888888888888893,2.050981854337559,0.003005847276177957,1.4901491395350188
"frozenset(['mineral water', 'nan', 'eggs'])",frozenset(['olive oil']),0.05092654312758299,0.0658578856152513,0.005865884548726837,0.11518324607329843,1.7489666574813998,0.0025119700966503137,1.0557464132987397
"frozenset(['olive oil', 'nan'])","frozenset(['mineral water', 'eggs'])",0.0657245700573257,0.05092654312758299,0.005865884548726837,0.08924949290060852,1.7525142571923154,0.0025187593971605898,1.0420784281472195
"frozenset(['olive oil', 'eggs'])","frozenset(['mineral water', 'nan'])",0.011998400213304892,0.23823490201306494,0.005865884548726837,0.48888888888888893,2.052129577815084,0.0030074468495966083,1.4904099743222643
"frozenset(['mineral water', 'nan'])","frozenset(['olive oil', 'eggs'])",0.23823490201306494,0.011998400213304892,0.005865884548726837,0.024622271964185784,2.052129577815084,0.0030074468495966083,1.0129425466545177
"frozenset(['mineral water', 'eggs'])","frozenset(['olive oil', 'nan'])",0.05092654312758299,0.0657245700573257,0.005865884548726837,0.11518324607329843,1.7525142571923154,0.0025187593971605898,1.0558970835446793
frozenset(['olive oil']),"frozenset(['mineral water', 'nan', 'eggs'])",0.0658578856152513,0.05092654312758299,0.005865884548726837,0.08906882591093118,1.7489666574814,0.0025119700966503137,1.0418717504332755
frozenset(['mineral water']),"frozenset(['olive oil', 'eggs', 'nan'])",0.23836821757099053,0.011998400213304892,0.005865884548726837,0.024608501118568233,2.050981854337559,0.003005847276177957,1.0129282456528732
"frozenset(['frozen vegetables', 'nan'])",frozenset(['chocolate']),0.09532062391681109,0.1638448206905746,0.022930275963204905,0.24055944055944053,1.4682151046675047,0.007312485429441294,1.1010146467886541
"frozenset(['nan', 'chocolate'])",frozenset(['frozen vegetables']),0.1638448206905746,0.09532062391681109,0.022930275963204905,0.13995117982099267,1.468215104667505,0.007312485429441294,1.0518930493909548
frozenset(['frozen vegetables']),"frozenset(['nan', 'chocolate'])",0.09532062391681109,0.1638448206905746,0.022930275963204905,0.24055944055944053,1.4682151046675047,0.007312485429441294,1.1010146467886541
frozenset(['chocolate']),"frozenset(['frozen vegetables', 'nan'])",0.1638448206905746,0.09532062391681109,0.022930275963204905,0.13995117982099267,1.468215104667505,0.007312485429441294,1.0518930493909548
"frozenset(['nan', 'salmon'])",frozenset(['burgers']),0.04239434742034395,0.0871883748833489,0.004532728969470737,0.10691823899371068,1.226290077510434,0.0008364347136508533,1.0220918900954052
"frozenset(['burgers', 'nan'])",frozenset(['salmon']),0.0871883748833489,0.04252766297826956,0.004532728969470737,0.05198776758409785,1.2224459079884575,0.0008248111468086524,1.0099788845358253
